0,0,1,4,0,12,11,5,6,1,10,5,1,1,0,0,47,4,clean
0,0,0,41,1,177,0,10,1,3,45,26,4,276,0,1,8,10,buggy
0,0,0,28,2,96,95,25,2,7,300,43,9,15,0,2,70,16,clean
0,1,3,8,3,23,4,7,2,1,21,11,4,1,0,0,33,7,clean
0,1,7,50,13,171,35,27,3,19,351,83,29,1,3,0,76,21,clean
0,1,1,8,4,36,10,5,3,1,10,12,5,1,1,0,59,1,clean
0,2,2,1,0,3,0,2,1,0,1,2,0,3,2,0,8,2,clean
0,1,0,25,8,101,398,13,4,1,78,40,9,1,0,0,56,13,buggy
0,0,0,3,4,73,0,1,1,0,0,25,4,0,0,0,0,1,clean
0,0,0,94,11,419,50,38,4,4,703,162,14,14,0,0,185,20,clean
0,0,0,1,0,3,0,2,1,3,1,2,3,0,0,0,8,2,clean
0,3,0,13,3,26,14,5,1,0,10,8,3,3,1,0,11,5,clean
0,9,0,141,13,445,412,9,5,0,36,142,13,9,0,0,94,9,clean
0,0,0,16,8,59,69,12,8,5,66,31,10,4,1,4,304,11,clean
0,0,1,0,0,0,0,2,1,0,1,2,0,5,0,0,8,2,clean
0,1,0,18,1,55,396,8,7,1,28,26,2,1,0,0,102,8,clean
0,2,0,8,0,24,0,8,1,4,28,8,4,2,0,0,8,8,buggy
1,0,0,7,2,23,0,2,1,1,1,16,3,0,0,0,8,1,clean
0,0,0,1,0,3,3,1,4,1,0,1,1,0,1,0,38,1,buggy
0,4,0,23,3,78,0,11,1,2,55,24,5,5,0,0,8,11,clean
0,0,0,1,0,3,0,1,1,2,0,1,2,1,0,1,23,1,clean
4,0,0,29,18,149,15,8,3,2,28,77,18,2,0,0,17,0,buggy
0,0,0,36,8,141,97,21,3,1,210,78,8,9,0,4,84,8,clean
2,12,0,110,15,378,274,15,3,44,105,93,55,12,1,0,103,11,buggy
0,0,0,11,4,32,394,3,6,1,3,17,5,0,0,0,102,3,clean
8,0,0,162,29,462,39,17,1,1,136,215,29,2,0,2,8,3,buggy
0,2,0,1,2,10,43,1,4,1,0,5,3,2,0,0,33,1,clean
0,3,0,17,2,72,3,7,2,1,21,32,3,10,1,7,21,6,clean
0,0,0,204,0,612,0,204,1,0,20706,204,0,0,0,0,212,204,buggy
0,1,1,15,2,32,0,6,1,2,15,10,4,1,0,0,8,1,clean
0,0,0,31,4,121,95,17,2,3,136,60,6,8,0,5,68,7,clean
4,1,1,38,13,144,48,12,1,4,66,54,17,6,0,0,11,5,buggy
0,3,2,17,7,66,385,5,6,2,10,29,9,3,1,0,95,2,clean
2,3,0,138,24,1200,402,59,2,1,1711,308,25,11,0,8,8,15,clean
0,0,0,23,6,91,95,15,2,1,105,50,6,5,0,3,68,5,clean
0,0,2,9,2,34,8,10,5,5,45,13,7,3,1,0,37,7,clean
0,8,0,34,9,108,0,10,2,2,45,51,11,8,0,0,18,9,clean
0,2,0,3,7,21,0,2,1,0,1,28,7,10,1,8,0,1,clean
0,3,2,283,9,1384,402,88,2,3,3828,340,12,25,2,0,8,24,clean
1,1,0,15,2,50,61,5,5,1,10,10,2,2,0,0,49,1,buggy
0,2,0,18,6,64,49,6,4,6,15,18,11,2,0,0,148,2,clean
0,2,0,22,3,76,406,9,7,1,36,31,4,2,0,0,115,8,clean
0,1,0,27,4,107,95,14,3,4,91,53,8,6,0,3,76,5,clean
0,0,0,24,5,77,0,13,2,1,78,32,6,3,1,1,5,12,clean
0,0,1,13,3,35,13,5,3,3,10,12,5,1,0,0,55,1,clean
0,0,0,33,3,132,95,17,3,1,136,62,4,7,0,4,73,7,clean
0,3,0,53,6,134,0,13,1,19,78,52,23,7,1,0,8,13,buggy
0,0,0,11,3,51,0,2,1,3,1,18,6,1,0,1,8,2,buggy
0,0,0,7,3,33,1,4,3,1,6,9,4,5,0,5,31,4,clean
3,44,0,1169,9,3449,114,50,1,0,1225,374,9,107,1,2,20,41,clean
0,2,0,9,3,36,397,3,7,1,3,20,4,2,0,0,124,3,clean
10,8,0,396,27,1340,5,44,1,21,946,567,46,43,2,8,21,28,buggy
0,0,0,12,4,35,18,5,2,4,10,15,8,1,0,0,62,4,clean
11,0,0,217,40,1058,0,65,1,25,2080,413,58,182,7,2,0,54,buggy
3,6,1,45,6,136,153,17,2,11,136,54,14,6,0,0,16,7,buggy
0,0,0,4,1,17,61,3,4,1,3,7,2,1,0,0,45,1,buggy
0,0,0,89,11,286,45,14,2,4,91,120,15,6,1,0,4,12,clean
1,1,0,8,2,27,3,3,3,1,3,7,3,1,0,0,17,1,clean
0,0,0,40,11,155,5,9,3,2,36,60,12,1,0,1,21,9,clean
0,8,1,56,7,186,4,11,2,1,55,36,7,8,2,0,33,11,clean
4,0,1,86,20,305,3,24,2,4,276,135,23,9,1,0,25,17,clean
0,3,0,39,9,184,4,13,2,7,78,36,16,10,1,4,33,13,clean
0,0,0,30,7,118,99,19,4,2,171,63,8,9,0,3,100,3,clean
0,0,0,3,1,10,84,3,2,2,3,5,3,0,1,0,16,1,clean
0,0,0,1,0,3,6,1,4,5,0,1,5,1,0,1,27,1,clean
0,2,0,5,2,17,14,4,1,1,6,9,3,2,0,0,11,4,clean
1,4,0,36,1,94,0,9,1,1,36,23,2,4,0,0,8,8,clean
10,11,0,229,46,1189,13,16,2,3,120,265,49,22,3,11,19,6,buggy
3,5,0,105,13,412,38,12,4,2,66,81,13,7,0,2,80,9,clean
0,1,0,2,0,7,37,2,3,1,1,2,1,1,0,0,72,2,buggy
0,1,0,8,2,25,8,3,2,1,3,8,3,1,0,0,19,3,clean
0,6,1,117,9,333,49,23,4,20,253,101,25,6,0,0,148,22,buggy
5,0,0,51,16,209,3,6,2,5,15,57,21,13,4,5,12,1,clean
0,0,0,3,2,11,1,3,3,1,3,5,3,2,0,2,31,2,clean
0,0,6,8,1,24,95,8,2,6,28,10,6,0,0,0,68,7,clean
0,0,1,34,5,127,0,17,1,3,136,31,8,21,0,1,8,1,buggy
0,0,1,177,43,698,81,56,7,10,1540,367,48,5,3,4,263,51,buggy
0,0,0,19,2,70,95,15,2,4,105,40,6,24,0,3,68,5,clean
0,0,0,26,6,108,95,14,3,12,91,49,18,7,0,5,75,4,clean
0,0,0,1,0,3,0,1,1,1,0,1,1,2,0,1,23,1,clean
0,0,0,5,2,22,1,3,3,1,3,6,3,3,0,3,31,3,clean
2,0,1,30,9,110,3,10,3,4,45,37,12,3,1,0,17,2,clean
0,1,0,12,7,46,0,8,2,3,28,25,10,1,0,0,18,8,clean
0,0,0,33,18,141,0,8,1,2,28,78,20,10,0,10,8,8,clean
0,0,17,5,3,18,0,4,2,4,6,10,7,4,0,3,22,4,clean
0,0,0,4,1,12,387,2,3,1,1,7,2,0,0,0,32,2,clean
0,1,4,73,1,1520,411,25,4,4,300,63,5,1,0,0,69,25,clean
0,0,0,1,0,3,0,1,1,1,0,3,1,0,0,0,8,0,clean
0,0,0,9,2,32,2,7,3,1,21,13,3,1,0,1,17,7,clean
0,0,0,3,0,10,0,3,1,2,3,3,2,5,0,2,16,3,clean
0,10,3,331,22,986,387,30,6,2,435,334,24,10,0,0,94,25,buggy
0,0,0,22,5,86,95,14,3,1,91,48,6,5,0,3,73,4,clean
0,0,1,22,11,63,52,11,4,1,55,34,11,0,1,0,127,6,clean
0,0,0,27,4,107,95,14,2,1,91,53,5,5,0,3,68,5,clean
0,0,0,1,0,3,0,2,1,1,1,2,1,0,0,0,8,2,clean
37,2,0,218,32,907,0,65,2,4,2080,547,34,12,1,9,13,6,buggy
1,0,0,22,2,60,0,4,1,0,6,16,2,3,1,0,8,3,clean
0,0,0,0,0,0,7,1,4,1,0,1,1,0,0,0,28,1,clean
1,1,1,61,12,244,387,10,7,2,45,91,14,1,1,0,101,8,buggy
0,0,0,16,9,72,384,4,4,0,6,28,9,0,0,0,41,4,clean
13,2,0,310,25,1091,262,26,2,17,325,362,34,2,1,0,80,6,buggy
0,0,0,20,4,97,95,13,3,1,78,42,5,3,0,2,73,3,clean
0,0,0,44,6,154,5,22,3,0,231,61,6,8,0,8,27,22,clean
0,4,0,49,12,186,61,15,6,9,105,100,20,6,0,1,207,14,clean
1,5,0,86,4,238,119,19,2,4,171,62,7,15,2,1,16,11,clean
1,3,0,14,1,43,0,4,1,1,6,11,2,3,1,0,8,3,clean
0,3,0,5,0,31,413,4,4,1,6,4,1,3,1,0,67,1,clean
1,0,0,120,17,513,12,19,1,44,171,143,61,6,1,2,8,18,buggy
0,0,0,43,13,128,15,14,3,2,91,46,15,4,1,4,70,1,clean
0,13,0,102,12,409,118,17,2,2,136,74,13,13,2,0,33,17,clean
3,2,0,11,1,42,0,9,2,1,36,21,2,3,0,1,11,5,clean
0,5,0,8,2,27,388,4,3,2,6,8,4,5,1,0,33,4,clean
1,4,0,45,2,127,0,11,1,23,55,31,25,4,0,0,16,10,clean
0,0,0,16,1,59,95,12,3,1,66,33,2,3,0,2,73,3,clean
0,0,0,9,7,37,0,4,1,1,6,20,8,2,0,2,8,4,clean
0,6,0,25,12,158,381,8,4,1,28,70,13,7,1,0,46,8,clean
0,3,0,9,7,44,19,4,3,0,6,21,7,3,2,0,67,3,buggy
0,0,0,12,1,40,61,9,5,0,36,14,1,4,0,0,49,5,buggy
0,0,0,58,2,164,563,20,2,2,190,31,4,12,0,11,24,20,clean
0,0,0,6,1,23,69,5,8,3,10,8,3,1,0,1,243,4,clean
0,20,0,139,10,468,119,22,3,5,231,81,13,20,1,0,40,22,clean
0,0,0,1,0,3,0,1,1,2,0,1,2,2,0,1,23,1,clean
0,0,0,0,0,0,0,10,1,3,45,10,3,0,0,0,8,10,clean
2,3,0,31,4,109,0,9,1,1,36,30,5,3,0,0,16,7,clean
0,2,0,83,15,311,426,4,5,1,6,118,16,2,1,0,94,4,buggy
0,2,0,4,2,13,387,4,7,1,6,12,3,2,0,0,101,2,clean
0,1,0,9,3,24,11,4,2,1,6,10,4,1,0,0,22,4,clean
0,0,0,25,3,96,95,15,3,1,105,48,4,5,0,3,73,5,clean
0,7,0,6,1,26,0,5,1,3,10,11,4,7,0,0,8,5,clean
3,0,0,51,9,192,0,12,1,11,66,86,17,5,1,5,8,9,buggy
0,0,0,1,0,7,74,1,6,2,0,2,2,2,0,0,56,1,buggy
1,1,0,4,1,10,0,3,2,0,3,5,1,2,0,0,13,2,clean
0,0,0,11,2,38,384,7,6,0,21,14,2,1,0,0,79,7,clean
3,0,0,56,28,423,17,9,2,1,36,149,28,4,0,0,19,3,clean
0,0,0,11,4,34,393,3,4,1,3,16,5,0,0,0,61,3,clean
1,3,0,19,1,56,0,6,1,3,15,13,4,3,0,0,8,5,clean
0,0,0,4,1,29,386,4,6,1,6,11,2,0,0,0,85,4,clean
1,0,0,11,1,27,7,4,2,3,6,7,4,0,0,0,17,3,clean
0,0,1,5,1,16,2,8,2,9,28,10,10,2,0,2,11,7,buggy
0,2,2,12,3,52,385,6,6,5,15,17,7,2,0,0,95,5,clean
2,0,0,69,8,219,0,14,1,11,91,109,19,3,1,3,8,12,buggy
0,5,0,29,5,99,0,13,1,3,78,34,8,11,0,0,8,12,clean
0,0,0,12,4,33,61,5,6,1,10,18,5,0,0,0,207,4,clean
0,0,0,4,1,11,387,2,3,1,1,7,2,0,0,0,32,2,clean
0,0,3,21,4,78,384,14,5,4,91,29,8,0,0,0,77,14,clean
0,0,0,31,5,121,95,18,2,5,153,61,9,8,0,5,68,8,clean
1,1,1,103,25,356,64,33,4,6,528,179,30,3,2,0,162,25,clean
0,0,0,14,4,41,397,3,5,1,3,24,5,0,0,0,94,3,clean
2,0,0,56,4,306,0,5,2,0,10,222,4,2,0,2,22,3,buggy
0,0,0,9,2,31,95,9,3,2,36,19,4,1,0,1,75,1,clean
0,2,0,43,2,145,8,32,2,1,496,68,2,2,0,0,46,31,clean
0,0,0,7,4,43,388,3,8,1,3,15,5,0,0,0,109,3,clean
0,3,0,30,4,97,380,10,3,12,45,32,16,3,1,0,38,10,clean
7,0,0,80,10,377,0,11,1,1,55,89,11,1,0,1,8,4,buggy
35,3,0,316,17,1248,0,40,2,1,780,405,18,9,3,5,11,5,buggy
1,1,0,10,3,23,0,6,2,3,15,11,6,1,0,0,13,5,clean
0,0,2,0,0,0,0,5,1,6,10,5,6,5,0,0,8,5,clean
0,2,2,48,10,150,413,9,5,1,36,49,11,2,0,0,84,9,clean
0,0,0,10,3,39,415,6,6,0,15,16,3,0,0,0,93,6,clean
1,2,0,10,2,42,0,4,1,1,6,11,3,2,0,0,8,3,clean
1,3,1,53,10,174,397,6,5,2,15,74,12,3,1,0,94,5,clean
0,1,0,1,0,4,6,2,4,2,1,2,2,1,0,0,25,1,clean
0,0,0,5,2,22,1,3,3,3,3,6,5,3,0,3,31,3,clean
0,0,0,13,2,45,95,11,3,2,55,27,4,3,0,2,73,2,clean
1,3,0,18,0,55,0,10,1,1,45,27,1,3,0,0,8,9,clean
1,0,0,2,0,6,0,2,1,0,1,2,0,2,0,0,8,1,clean
0,0,0,15,8,70,0,9,1,7,36,40,15,4,1,1,8,7,clean
16,1,1,1033,36,6571,4,403,2,129,81003,2603,156,5,1,4,13,387,buggy
1,4,0,31,3,115,0,9,1,2,36,24,5,5,0,0,16,8,clean
1,1,0,27,3,80,388,4,3,1,6,11,4,1,0,0,33,3,clean
0,0,1,12,1,48,0,10,1,1,45,11,2,11,2,0,8,0,buggy
0,1,0,100,9,344,95,37,2,15,666,120,23,16,1,12,68,21,clean
0,0,1,34,19,120,69,13,6,3,78,67,21,0,0,0,216,10,clean
0,0,0,14,1,52,95,12,3,1,66,28,2,3,0,2,73,3,clean
0,4,0,15,5,49,8,3,2,1,3,17,5,4,0,0,19,3,clean
0,0,3,7,1,24,95,7,2,4,21,8,5,1,0,1,68,5,clean
0,0,0,7,4,27,0,5,2,1,10,12,5,4,0,4,22,4,clean
18,9,0,112,14,354,0,21,1,3,210,163,16,9,1,0,8,3,clean
0,0,0,2,0,7,23,2,3,1,1,3,1,1,0,1,28,2,clean
11,1,0,155,29,648,0,14,1,2,91,138,31,18,1,17,8,3,buggy
1,0,4,34,13,178,52,10,5,11,45,82,24,1,1,0,161,5,clean
2,2,0,20,9,144,19,7,2,0,21,49,9,3,0,0,15,0,clean
0,0,0,2,1,10,400,2,5,1,1,4,2,0,0,0,65,2,clean
2,1,0,32,14,121,0,4,1,0,6,59,14,6,1,5,9,2,clean
0,2,0,37,8,158,384,11,5,1,55,70,9,2,0,0,77,11,clean
0,5,4,108,11,379,125,27,1,18,351,92,28,16,0,0,8,24,buggy
0,0,0,41,1,145,0,41,1,1,820,45,2,1,0,1,8,41,clean
0,0,0,7,3,33,1,4,3,1,6,9,4,5,0,5,31,4,clean
0,0,0,8,2,28,0,6,1,10,15,12,12,2,0,0,10,6,clean
0,0,0,9,0,27,0,10,1,0,45,10,0,1,0,0,15,9,clean
0,2,1,12,2,39,0,6,1,5,15,19,7,3,0,0,8,6,clean
0,2,1,77,16,221,384,15,4,4,105,89,20,2,0,0,69,13,clean
0,0,0,29,7,87,6,20,2,0,190,47,7,2,0,2,30,19,clean
0,6,0,31,3,116,0,6,1,3,15,34,6,9,0,1,8,6,clean
0,0,3,3,0,12,384,3,5,0,3,3,0,0,0,0,76,3,clean
1,2,0,20,9,66,384,6,4,1,15,32,10,2,0,0,69,5,clean
0,0,0,10,5,40,12,5,3,1,10,17,5,1,0,1,45,2,clean
0,0,0,8,2,32,10,4,3,1,6,16,3,1,0,1,59,1,clean
2,3,0,138,14,431,384,21,4,11,210,139,25,3,0,0,69,19,buggy
0,0,1,16,6,57,52,11,4,7,55,31,13,2,0,0,127,9,clean
0,1,0,6,0,26,0,4,2,1,6,12,1,1,1,0,11,3,clean
1,1,0,3,1,9,1,2,2,2,1,5,3,1,0,0,18,1,clean
0,0,0,20,5,56,62,13,5,1,78,22,6,1,1,0,202,8,clean
7,0,0,74,19,281,0,26,1,6,325,150,24,4,1,4,8,16,buggy
0,0,0,8,3,28,0,6,2,1,15,11,4,5,0,5,24,5,clean
0,1,0,22,2,66,19,22,3,1,231,25,3,1,0,0,27,22,clean
0,0,0,10,3,38,0,8,2,1,28,15,4,7,0,7,26,8,clean
0,0,1,7,2,26,69,6,7,3,15,12,4,1,1,1,298,5,clean
0,2,0,6,4,27,397,4,6,1,6,17,5,3,0,1,72,4,clean
0,0,0,3,1,10,219,2,2,1,1,3,2,0,0,0,55,2,buggy
0,1,0,33,9,157,0,8,1,1,28,57,10,1,0,0,8,1,clean
0,0,0,0,0,0,204,0,1,0,0,0,0,1,0,0,8,0,buggy
0,1,0,19,0,53,2,17,2,1,136,18,1,15,0,1,41,17,clean
0,0,1,47,6,128,385,7,6,0,21,20,6,1,0,0,79,7,clean
2,3,0,43,11,145,0,5,1,1,10,62,12,3,2,0,8,3,buggy
1,0,3,29,15,127,53,14,6,3,91,61,18,0,2,0,170,10,buggy
2,0,0,179,14,799,415,14,6,1,91,289,15,0,0,0,117,12,clean
1,14,0,79,28,419,0,22,1,8,231,168,33,21,3,7,8,21,buggy
0,0,0,2,0,9,384,2,3,1,1,5,1,0,0,0,31,2,clean
0,2,0,34,11,96,380,7,3,2,21,46,13,2,1,0,38,7,clean
0,0,0,11,5,35,385,5,6,2,10,24,7,0,0,0,95,4,clean
0,0,0,43,10,129,0,5,1,3,10,36,13,1,0,1,8,5,clean
0,0,0,1,0,10,0,4,1,3,6,5,3,0,0,0,8,4,clean
0,5,1,12,4,50,1,6,2,2,15,18,6,5,0,0,12,6,clean
0,0,0,2,0,7,54,2,5,3,1,3,3,1,1,1,138,2,clean
0,0,0,38,5,137,95,19,3,2,171,72,6,10,0,6,73,9,clean
0,0,0,24,2,80,0,3,1,12,3,11,14,18,1,18,8,3,clean
0,0,0,8,8,41,18,4,2,1,6,29,8,0,1,0,62,2,clean
0,1,0,11,11,43,67,3,5,1,3,25,12,1,1,0,47,2,clean
0,0,1,13,1,69,0,10,1,3,45,21,4,2,0,0,8,10,clean
0,0,0,18,3,67,96,13,4,1,78,41,4,4,0,2,88,2,clean
1,0,0,16,8,62,28,8,4,3,28,35,11,0,0,0,91,2,clean
2,3,0,166,33,1189,427,49,3,1,1176,262,34,8,1,0,96,16,buggy
1,3,0,14,1,44,0,4,1,1,6,10,2,3,0,0,8,3,clean
0,0,0,44,0,169,0,44,1,1,946,45,1,20,0,20,28,44,clean
0,5,0,47,7,210,55,10,5,1,45,70,8,5,0,0,171,10,clean
0,2,1,93,6,383,0,16,1,10,120,122,15,10,0,2,16,13,clean
0,1,0,4,0,8,37,2,3,8,1,2,8,2,0,1,72,2,clean
3,0,0,50,18,200,0,5,1,5,10,85,23,4,2,4,8,2,clean
1,0,0,113,15,638,133,18,2,1,153,220,16,2,1,2,46,2,buggy
1,1,0,19,13,152,0,6,1,2,15,67,15,1,0,0,8,5,clean
38,31,0,489,61,2475,0,122,1,70,7381,1026,110,97,8,35,8,74,buggy
0,0,0,23,4,76,95,13,3,1,78,39,4,6,0,4,73,4,clean
0,0,0,38,6,136,95,19,3,1,171,72,6,10,0,6,73,9,clean
0,1,0,9,3,34,388,5,5,3,10,14,6,2,0,1,78,5,clean
0,0,0,7,3,27,0,3,1,3,3,13,6,2,1,2,8,3,clean
0,3,0,10,2,31,219,3,2,1,3,7,3,3,0,0,55,3,clean
13,4,0,133,16,474,0,43,1,6,903,273,22,12,1,5,8,30,clean
0,0,0,10,2,35,0,4,1,9,6,10,11,5,0,0,8,4,clean
0,0,0,10,3,41,69,7,8,2,21,17,4,4,1,4,234,6,clean
0,0,0,9,1,31,95,9,3,1,36,18,2,1,0,1,73,1,clean
0,15,1,64,6,180,61,12,4,3,66,56,8,22,0,0,45,6,buggy
0,5,0,40,11,232,380,6,3,1,15,85,12,7,0,2,38,6,clean
